Model,Persona ID,Persona Name,Profile details,Name,Age,Gender,Personality Traits,Domain of work,Years of Exp.,Location,Education Level,Devices and technologies use,Reason(s),Y / N
Qwen3-7B,P28,Levi Chen,"Levi Chen, 24yo, Sustainability Consulting. Inquisitive, eco-conscious, adaptable",Levi Chen,24,Non-binary,"Inquisitive, eco-conscious, adaptable",Sustainability Consulting,2 years,China,Bachelor's in Environmental Science,"Smartphone, e-reader, solar-powered charger","Levi Chen has the least experience among the three agents, which could make him more susceptible to phishing attacks. Additionally, his use of a solar-powered charger might indicate less reliance on technology for security measures, such as keeping software up-to-date or using strong passwords.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","She has the least experience among the three agents, which makes her more susceptible to phishing attacks. Additionally, she is ambitious and may be more likely to click on suspicious links or download unknown files in pursuit of career opportunities.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","Hana has the least experience and may be less familiar with advanced security practices, making her more susceptible to phishing attempts.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop",She has the least experience and may be less aware of the complexities of phishing attacks.,Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","Hana has only 1 year of experience, which may indicate less familiarity with advanced security practices and techniques, making her more susceptible to phishing attacks.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","Hana has only 1 year of experience, which may indicate less familiarity with advanced security practices and techniques, making her more susceptible to phishing attacks.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","Hana has the least experience among the three agents, which could make her more susceptible to phishing attacks. Additionally, she is young and may have less exposure to cybersecurity best practices.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","She has the least experience and is the youngest, which might indicate less familiarity with cybersecurity practices.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","She has the least experience among the three, which may indicate lower awareness of cyber threats. Additionally, her age might also play a role as younger individuals sometimes underestimate the risks associated with online activities.",Yes
Qwen3-7B,P29,Aarav Patel,"Aarav Patel, 28yo, Software Development. Innovative, detail-oriented, analytical",Aarav Patel,28,Male,"Innovative, detail-oriented, analytical",Software Development,5 years,India,Master's in Computer Science,"Laptop, Smartphone, VR Headset",,No
Qwen3-7B,P29,Lena Andersson,"Lena Andersson, 34yo, Sustainability Consultant. Creative, curious, empathetic",Lena Andersson,34,Female,"Creative, curious, empathetic",Sustainability Consultant,7 years,Sweden,Bachelor's in Environmental Science,"Smartphone, Tablet, Smartwatch",,No
Qwen3-7B,P29,Hana Al-Sheikh,"Hana Al-Sheikh, 22yo, Marketing. Ambitious, outgoing, optimistic",Hana Al-Sheikh,22,Female,"Ambitious, outgoing, optimistic",Marketing,1 year,Saudi Arabia,Bachelor's in Business Administration,"Smartphone, Laptop","Hana has the least experience among the three agents, which may indicate lower proficiency in recognizing phishing attempts. Additionally, her personality traits of being ambitious and outgoing might lead her to be more trusting and less cautious when dealing with unfamiliar communications.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
Qwen3-7B,P30,Carlos Rodriguez,"Carlos Rodriguez, 34yo, Finance. Ambitious, analytical, detail-oriented",Carlos Rodriguez,34,Male,"Ambitious, analytical, detail-oriented",Finance,10 years,Mexico,Bachelor's in Business Administration,"Desktop computer, tablet, smartphone",,No
Qwen3-7B,P30,Aisha Ali,"Aisha Ali, 22yo, Environmental Consulting. Passionate, empathetic, adventurous",Aisha Ali,22,Female,"Passionate, empathetic, adventurous",Environmental Consulting,Intern,Saudi Arabia,Bachelor's in Environmental Science,"Smartphone, laptop","Aisha Ali is the most vulnerable to phishing due to her young age and less experience, which may result in lower awareness of phishing tactics. Additionally, she has fewer devices, which could mean less exposure to security practices and tools.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
Qwen3-7B,P30,Carlos Rodriguez,"Carlos Rodriguez, 34yo, Finance. Ambitious, analytical, detail-oriented",Carlos Rodriguez,34,Male,"Ambitious, analytical, detail-oriented",Finance,10 years,Mexico,Bachelor's in Business Administration,"Desktop computer, tablet, smartphone",,No
Qwen3-7B,P30,Aisha Ali,"Aisha Ali, 22yo, Environmental Consulting. Passionate, empathetic, adventurous",Aisha Ali,22,Female,"Passionate, empathetic, adventurous",Environmental Consulting,Intern,Saudi Arabia,Bachelor's in Environmental Science,"Smartphone, laptop","Aisha Ali is the most vulnerable to phishing due to her young age and less experience, which may result in lower awareness of phishing tactics. Additionally, she has fewer devices, which might indicate less exposure to security best practices.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
Qwen3-7B,P30,Carlos Rodriguez,"Carlos Rodriguez, 34yo, Finance. Ambitious, analytical, detail-oriented",Carlos Rodriguez,34,Male,"Ambitious, analytical, detail-oriented",Finance,10 years,Mexico,Bachelor's in Business Administration,"Desktop computer, tablet, smartphone",,No
Qwen3-7B,P30,Aisha Ali,"Aisha Ali, 22yo, Environmental Consulting. Passionate, empathetic, adventurous",Aisha Ali,22,Female,"Passionate, empathetic, adventurous",Environmental Consulting,Intern,Saudi Arabia,Bachelor's in Environmental Science,"Smartphone, laptop","Aisha Ali has the least experience at 22 years old and is an intern, which may indicate less familiarity with professional cybersecurity practices. Additionally, her personality traits of being passionate, empathetic, and adventurous might lead her to trust information more easily, making her more susceptible to phishing attempts.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
Qwen3-7B,P30,Carlos Rodriguez,"Carlos Rodriguez, 34yo, Finance. Ambitious, analytical, detail-oriented",Carlos Rodriguez,34,Male,"Ambitious, analytical, detail-oriented",Finance,10 years,Mexico,Bachelor's in Business Administration,"Desktop computer, tablet, smartphone",,No
Qwen3-7B,P30,Aisha Ali,"Aisha Ali, 22yo, Environmental Consulting. Passionate, empathetic, adventurous",Aisha Ali,22,Female,"Passionate, empathetic, adventurous",Environmental Consulting,Intern,Saudi Arabia,Bachelor's in Environmental Science,"Smartphone, laptop","Aisha Ali is the most vulnerable to phishing due to her young age and limited experience, which may result in less awareness and preparedness against such cyber threats.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
Qwen3-7B,P30,Carlos Rodriguez,"Carlos Rodriguez, 34yo, Finance. Ambitious, analytical, detail-oriented",Carlos Rodriguez,34,Male,"Ambitious, analytical, detail-oriented",Finance,10 years,Mexico,Bachelor's in Business Administration,"Desktop computer, tablet, smartphone",,No
Qwen3-7B,P30,Aisha Ali,"Aisha Ali, 22yo, Environmental Consulting. Passionate, empathetic, adventurous",Aisha Ali,22,Female,"Passionate, empathetic, adventurous",Environmental Consulting,Intern,Saudi Arabia,Bachelor's in Environmental Science,"Smartphone, laptop","Aisha Ali is the most vulnerable to phishing as she has the least experience and is likely to have less knowledge about cybersecurity practices. Additionally, her adventurous personality might lead her to click on suspicious links out of curiosity.",Yes
Qwen3-7B,P30,Lila Patel,"Lila Patel, 28yo, Software Development. Creative, organized, tech-savvy",Lila Patel,28,Female,"Creative, organized, tech-savvy",Software Development,5 years,India,Master's in Computer Science,"Laptop, smartphone, smartwatch",,No
